1;11.05.11 16:30;Bayer 04 Leverkusen;0.44;2.09;FC Schalke 04;-0.38;0.11;2.8;1;2;1;56 %;24 %;20 %;g_1_2aVcK2ne
2;11.05.11 16:30;VfB Stuttgart 1893;-0.5;-1.78;VfL Wolfsburg;0.13;0.85;-3.3;2;1;3;18 %;22 %;60 %;g_1_zDT5ItH7
3;11.05.11 16:30;Borussia Dortmund;1.63;0.11;Fortuna Dusseldorf;-0.88;0.39;2.2;1;3;2;51 %;26 %;23 %;g_1_jPRgLrXl
4;11.05.11 16:00;Atalanta Bergamo;0.82;1.4;Genoa CFC;-0.94;-0.42;3.6;1;2;0;62 %;21 %;16 %;g_1_jmbSVuSk
5;11.05.11 20:00;Neuchatel Xamax;-0.44;0.85;FC Zurich;-0.81;-1.12;2.3;1;2;1;52 %;26 %;22 %;g_1_888Ov0pC
6;11.05.11 20:00;FC Thun;0.19;-1.83;AC Lugano;0.06;1.22;-2.9;2;1;2;19 %;24 %;57 %;g_1_SOR61NiP
7;11.05.11 21:00;AC Sparta Praha;1.25;1.35;FC Slovan Liberec;-0.33;0.55;2.4;1;2;1;53 %;26 %;22 %;g_1_zmQp5oB0
8;11.05.11 18:30;FK Jablonec 97;1.33;0.73;FC Banik Ostrava;-0.56;-0.83;3.5;1;2;0;62 %;22 %;17 %;g_1_6DLt6Ref
9;11.05.11 15:00;KPV Kokkola;-2.33;-1.62;FC Lahti;0;0.09;-4.0;2;0;2;14 %;20 %;66 %;g_1_SSctCzhB
10;11.05.11 18:00;Budapest Honved;0.56;0.48;Diosgyori VTK;-1.56;-0.35;3.0;1;2;1;58 %;24 %;19 %;g_1_zJMIHwji
11;11.05.11 18:00;Ujpest FC;0.81;0.19;Puskas AFC;-1;-0.43;2.4;1;2;1;53 %;26 %;22 %;g_1_n3TzgfDj
12;11.05.11 18:00;Mezokovesdi Zsory;0.8;0.46;Szombathelyi Haladas;-1.06;0.23;2.1;1;2;1;50 %;27 %;23 %;g_1_dYARFHK3
13;11.05.11 22:30;Sporting CP Lisboa;1.56;3.08;CD Tondela;-0.75;-1.18;6.6;1;3;0;82 %;13 %;5 %;g_1_juKQd0ke
14;11.05.11 17:30;CD Santa Clara;-0.13;0.52;CD Feirense;-1.56;-1.3;3.3;1;2;0;60 %;22 %;18 %;g_1_t6Uj32CR
15;11.05.11 16:00;Pescara Calcio;0.53;-0.26;Salernitana Calcio;-0.88;-1.73;2.9;1;2;1;57 %;24 %;19 %;g_1_xUFJq8gD
16;11.05.11 21:00;FC Dallas;0.8;0.24;Red Bull New York;-0.5;-0.53;2.1;1;2;1;50 %;27 %;23 %;g_1_WMPVbko1
17;11.05.11 18:00;FK Tuzla City;-0.43;0.12;FK Sarajevo;1.43;1.38;-3.1;2;0;2;19 %;23 %;58 %;g_1_W0KtOa3J
18;11.05.11 18:00;FK Mladost Doboj Kakanj;-0.4;-0.63;NK Siroki Brijeg;0.07;1.32;-2.4;2;0;1;22 %;26 %;53 %;g_1_tzAGHctm
19;11.05.11 18:00;Zvijezda 09;0.07;0.41;GOSK Gabela;-1.13;-1.48;3.1;1;2;0;58 %;23 %;19 %;g_1_p4OpNJIP
