19;10.05;Gazelec Ajaccio;-0.67;-0.67;Berrichonne Chateauroux;-0.22;0.57;-1.7;2;1;2;25 %;28 %;47 %
20;10.05;Red Star 93;-0.94;-0.14;Paris FC 98;-0.17;0.08;-1.0;02;1;1;28 %;31 %;41 %
21;10.05;AS Nancy Lorraine;-0.39;-0.02;FC Metz;0.83;0.98;-2.2;2;0;1;23 %;26 %;51 %
22;10.05;Valenciennes FC;-0.11;-0.81;Le Havre AC;0;0.03;-1.0;02;1;1;28 %;31 %;41 %
23;10.05;Clermont Foot Auvergne;0.28;-0.4;ES Troyes;0.61;1.26;-2.0;2;0;1;24 %;27 %;49 %
24;10.05;FC Lorient Bretagne;0.33;0.15;FC Sochaux Montbelliard;-0.5;-0.48;1.5;10;1;0;45 %;29 %;26 %
25;10.05;Grenoble Foot 38;0.06;0.14;AJ Auxerre;-0.22;-0.34;0.8;10;1;1;40 %;31 %;29 %
26;10.05;AC Ajaccio;0.06;-0.49;Racing Club de Lens;-0.11;0.21;-0.5;02;1;1;31 %;32 %;37 %
27;10.05;Stade Brestois 29;1.06;0.82;Chamois Niort;-0.33;-0.01;2.2;1;2;1;51 %;26 %;23 %
28;10.05;US Orleans;0;-0.45;AS Beziers Herault;-0.61;-0.21;0.4;10;1;1;36 %;33 %;31 %
29;10.05;Ayacucho FC;1;0.42;UT Cajamarca;-0.83;0.03;2.2;1;2;1;51 %;26 %;23 %
30;10.05;Sporting Cristal;1.5;0.25;Universidad San Martin;-1.67;-1.04;4.5;1;2;0;70 %;18 %;12 %
31;10.05;Cesar Vallejo;1.33;1.4;Pirata FC;-1.17;-0.58;4.5;1;2;0;70 %;18 %;12 %
32;10.05;FC Banants;0.85;1.35;Ararat Yerevan;-1.14;-1.56;4.9;1;2;0;73 %;17 %;10 %
33;10.05;Artsakh FC;0;-0.76;FC Pyunik Yerevan;0.86;1.54;-3.2;2;0;2;18 %;23 %;59 %
34;10.05;Slavia Mozyr;-1;0.18;FC Minsk;-0.5;-0.25;-0.1;02;1;1;33 %;34 %;34 %
35;10.05;FC Kuressaare;0;-0.15;FC Maardu;-3.6;-1.2;4.7;1;3;1;71 %;18 %;11 %
36;10.05;Al Masry;0.47;0.77;Haras El Hodood;-0.67;-0.46;2.4;1;2;1;53 %;26 %;22 %
37;10.05;Al Ittihad;-0.33;-0.2;ENPPI;0;0.93;-1.5;02;1;2;26 %;29 %;45 %
38;10.05;Al Gounah;-0.07;-0.65;Al Mokawloon Arab;-0.07;-0.02;-0.6;02;1;1;30 %;32 %;38 %
39;10.05;El Entag El Harby;-0.2;-1.06;Ismaily SC;-0.5;-1.22;0.5;10;1;1;37 %;32 %;31 %
40;10.05;Misr El Maqasah;0.13;-0.32;Nogoom El Mostakbal;-0.33;-0.88;1.0;10;2;1;41 %;31 %;28 %
41;10.05;Lokomotivi Tblisi;-1;-0.42;Torpedo Kutaisi;0;0.85;-2.3;2;1;2;22 %;26 %;52 %
42;10.05;Shelbourne FC;1.6;0.98;Athlone Town;-0.6;-1.93;5.1;1;3;0;75 %;16 %;9 %
43;10.05;Wexford Youths;-0.6;-0.46;Cobh Ramblers;-1.2;-0.81;1.0;10;2;2;41 %;31 %;28 %
44;10.05;Drogheda United;0.2;0.38;Limerick FC;-0.6;0.16;1.0;10;1;0;41 %;31 %;28 %
45;10.05;FC Liefering;0.75;0.45;FC Wiener Neustadt;-0.58;-1.52;3.3;1;3;1;60 %;22 %;18 %
46;10.05;FC Juniors OO;1;1.25;WSG Wattens;0.42;-0.09;1.9;1;2;1;49 %;27 %;24 %
47;10.05;Kapfenberg SV;0.58;0.83;Wacker Innsbruck Am.;0.33;0.47;0.6;10;2;2;38 %;32 %;30 %
48;10.05;FK Austria Wien Am.;-0.33;-0.09;SC Austria Lustenau;0.17;0.51;-1.1;02;1;2;28 %;30 %;42 %
49;10.05;SK Vorwarts Steyr;-1.08;-1.68;Floridsdorfer AC;-0.33;-0.15;-2.3;2;1;2;22 %;26 %;52 %
50;10.05;SV Horn;-0.67;-1.34;BW Linz;0.33;-0.63;-1.7;2;1;2;25 %;28 %;47 %
51;10.05;FC Servette Geneve;1.87;0.73;FC Lausanne Sport;0.5;1.03;1.1;10;2;1;42 %;30 %;28 %
52;10.05;FC Bayern Munchen II;1.13;1.1;Greuther Furth II;-0.19;-0.47;2.9;1;2;1;57 %;24 %;19 %
53;10.05;ETSV Weiche;1.19;0.56;VfL Lubeck;1;1.87;-1.1;02;1;2;28 %;30 %;42 %
54;10.05;SV Drochtersen/Assel;0.75;0.04;VfB Oldenburg;-0.06;-1.02;1.9;1;2;1;49 %;27 %;24 %
55;10.05;Sangju Sangmu Phoenix;0;-0.09;Seongnam FC;-0.2;0.62;-0.5;02;1;1;31 %;32 %;37 %
56;10.05;FAR de Rabat;0.08;-0.94;Moghreb de Tetouan;-0.54;-0.62;0.3;10;1;1;35 %;33 %;32 %
57;10.05;GAIS Goteborg;-0.67;-0.21;IK Frej Taby;-1.33;-0.62;1.1;10;1;0;42 %;30 %;28 %
58;10.05;FC Inhulets Petrove;0.6;1.71;FC Obolon-Brovar;0.73;-0.64;2.2;1;2;1;51 %;26 %;23 %
59;10.05;FH Hafnarfjordur;-;-;KA Akureyrar;-;-;-;-;?;?;x;x;x
60;10.05;Stjarnan Gardabaer;-;-;HK Kopavogur;-;-;-;-;?;?;x;x;x
61;10.05;EC Sao Bento;-;-;Botafogo FC;-;-;-;-;?;?;x;x;x
62;10.05;Coritiba FBC;-;-;Londrina EC;-;-;-;-;?;?;x;x;x
