26;11.05;FC Honka;-0.5;0.19;VPS Vaasa;0;-0.32;0.0;02;1;1;33 %;34 %;33 %
27;11.05;Lokomotiva Zagreb;0.69;-0.8;NK Osijek;0.38;-0.11;-0.4;02;1;1;31 %;33 %;36 %
28;11.05;HNK Rijeka;1.69;1.76;NK Dinamo Zagreb;1.31;1.5;0.6;10;1;1;38 %;32 %;30 %
29;11.05;Videoton Fehervar;0.5;-0.37;MTK Hungaria;-0.31;-1.26;1.7;1;2;1;47 %;28 %;25 %
30;11.05;Paks FC;0;-0.38;Kisvarda FC;-0.56;0.59;-0.4;02;1;1;31 %;33 %;36 %
31;11.05;Budapest Honved;0.56;0.48;Diosgyori VTK;-1.56;-0.35;3.0;1;2;1;58 %;24 %;19 %
32;11.05;Ujpest FC;0.81;0.19;Puskas AFC;-1;-0.43;2.4;1;2;1;53 %;26 %;22 %
33;11.05;Ferencvarosi TC Budapest;2;1.36;Debreceni VSC;-0.53;-0.33;4.2;1;2;0;67 %;19 %;13 %
34;11.05;Mezokovesdi Zsory;0.8;0.46;Szombathelyi Haladas;-1.06;0.23;2.1;1;2;1;50 %;27 %;23 %
35;11.05;Waterford United;0.57;0.63;Sligo Rovers;-0.43;0.44;1.2;10;1;0;43 %;30 %;27 %
36;11.05;Lillestrom SK;0;-0.63;Rosenborg BK Trondheim;-2.33;-0.03;1.7;1;2;1;47 %;28 %;25 %
37;11.05;KS Cracovia Krakow;0.59;0.36;KKS Lech Poznan;-0.24;0.27;0.9;10;1;1;40 %;31 %;29 %
38;11.05;Sporting CP Lisboa;1.56;3.08;CD Tondela;-0.75;-1.18;6.6;1;3;0;82 %;13 %;5 %
39;11.05;CD Santa Clara;-0.13;0.52;CD Feirense;-1.56;-1.3;3.3;1;2;0;60 %;22 %;18 %
40;11.05;Portimonense SC;0.25;-1.05;CS Maritimo;-1.06;-0.06;0.3;10;1;1;35 %;33 %;32 %
41;11.05;Boavista Porto;0.31;0.93;SC de Braga;0.25;-0.15;1.1;10;1;0;42 %;30 %;28 %
42;11.05;ACS Sepsi;0.12;-0.76;Steaua Bucuresti;0.59;1.44;-2.7;2;0;1;20 %;25 %;55 %
43;11.05;Terek Groznyi;-0.15;0.23;Kryliya Sovetov Samara;-0.77;-0.62;1.5;10;2;1;45 %;29 %;26 %
44;11.05;Metallurg Enisey;-0.23;-0.14;FK Krasnodar;0.54;0.62;-1.5;02;1;2;26 %;29 %;45 %
45;11.05;Kalmar FF;-0.5;-0.01;Helsingborgs IF;-2;-0.21;1.7;1;2;1;47 %;28 %;25 %
46;11.05;Athletic FC United;0.33;-1.12;Falkenbergs FF;-1.33;-0.76;1.3;10;2;1;44 %;29 %;27 %
47;11.05;NK Maribor;1.2;0.72;Olimpija Ljubljana;0.67;0.39;0.9;10;2;2;40 %;31 %;29 %
48;11.05;Curico Unido;0.6;0.36;O Higgins SADP;-0.33;0.5;0.8;10;2;2;40 %;31 %;29 %
49;11.05;Municipal Iquique;0;-0.08;Union La Calera;0;0.35;-0.4;02;1;1;31 %;33 %;36 %
50;11.05;CD Antofagasta;-0.2;-0.73;CD Huachipato;-1.8;-0.42;1.3;10;2;1;44 %;29 %;27 %
51;11.05;CF Extremadura;-0.18;0.9;Real Zaragoza;-0.11;0.03;0.8;10;1;1;40 %;31 %;29 %
52;11.05;Gimnastic de Tarragona;-0.29;-0.96;Real CD Mallorca;-0.28;0.9;-1.9;2;1;2;24 %;27 %;49 %
53;11.05;Calcio Padova;-0.06;0.24;AS Livorno Calcio;-0.76;0.26;0.7;10;1;1;39 %;32 %;30 %
54;11.05;Perugia Calcio;0.24;-0.32;US Cremonese;-0.41;0.8;-0.5;02;1;1;31 %;32 %;37 %
55;11.05;US Lecce;1.29;0.5;AC Spezia 1906;-0.29;0.48;1.6;1;2;1;46 %;28 %;26 %
56;11.05;Hellas Verona;0.41;-1.3;Foggia Calcio;-0.71;0.23;-0.4;02;1;1;31 %;33 %;36 %
57;11.05;US Citta di Palermo;0.88;0.33;AS Cittadella;-0.41;0.3;1.3;10;1;0;44 %;29 %;27 %
58;11.05;FC Crotone;0.18;0.42;Ascoli Calcio;-0.82;0.07;1.4;10;2;1;44 %;29 %;26 %
59;11.05;Carpi FC 1909;-0.59;-0.24;Venezia FC;-0.71;-0.84;0.7;10;1;1;39 %;32 %;30 %
60;11.05;Brescia Calcio;1.24;0.76;Benevento Calcio;0.12;0.38;1.5;10;2;1;45 %;29 %;26 %
61;11.05;Pescara Calcio;0.53;-0.26;Salernitana Calcio;-0.88;-1.73;2.9;1;2;1;57 %;24 %;19 %
62;11.05;Sport Boys Association;-0.67;-0.84;Carlos A. Manucci;-0.67;-0.61;-0.2;02;1;1;32 %;33 %;35 %
63;11.05;Sport Huancayo;-0.67;-0.02;Alianza Universidad;-0.6;-0.23;0.1;10;1;1;34 %;34 %;33 %
64;11.05;Deportivo Municipal;0.83;0.02;Real Garcilaso;-0.17;0.24;0.8;10;1;1;40 %;31 %;29 %
65;11.05;Toronto FC;1;-0.26;Philadelphia Union;-0.4;1.37;-0.2;02;2;2;32 %;33 %;35 %
66;11.05;Los Angeles Galaxy;1.17;-0.27;New York City FC;0;1.01;-0.1;02;2;2;33 %;34 %;34 %
67;11.05;FC Dallas;0.8;0.24;Red Bull New York;-0.5;-0.53;2.1;1;2;1;50 %;27 %;23 %
68;11.05;FC Cincinnati;-0.5;-1.13;Montreal Impact;-0.33;0.14;-1.4;02;1;2;26 %;29 %;44 %
69;11.05;Vancouver Whitecaps;-0.4;-0.02;Portland Timbers;-0.78;0.81;-0.5;02;1;1;31 %;32 %;37 %
70;11.05;Shirak Gyumri;0.5;-0.25;Gandzasar FC;-0.62;0.21;0.7;10;1;1;39 %;32 %;30 %
71;11.05;FK Tuzla City;-0.43;0.12;FK Sarajevo;1.43;1.38;-3.1;2;0;2;19 %;23 %;58 %
72;11.05;NK Celik Zenica;0.64;-2.03;HSK Zrinjski Mostar;0.14;0.08;-1.6;2;1;2;26 %;28 %;46 %
73;11.05;FK Mladost Doboj Kakanj;-0.4;-0.63;NK Siroki Brijeg;0.07;1.32;-2.4;2;0;1;22 %;26 %;53 %
74;11.05;FK Radnik Bijeljina;0.5;0.53;FK Zeljeznicar Sarajevo;0.29;0.69;0.1;10;1;1;34 %;34 %;33 %
75;11.05;Zvijezda 09;0.07;0.41;GOSK Gabela;-1.13;-1.48;3.1;1;2;0;58 %;23 %;19 %
76;11.05;FK Sloboda Tuzla;0.13;-0.61;FK Krupa;-1.07;0.22;0.4;10;1;1;36 %;33 %;31 %
